customerid,firstname,lastname,streetaddress,city,state,zipcode,email,phonenumber,firstpurchasedate,subscribedtoemaillist,gender
762509,Jason,Sehorn,9072 Land Park Dr,Elk Grove,CA,95624,sehornj@mail.com,(916) 992-2365,2013-08-21,true,M
765237,Chris,Bosio,9109 Piccadilly Cir,Sacramento,CA,94209,bosio.c@mail.com,(916) 595-7660,2013-01-10,false,M
766161,Dora,Gray,2351 Winterhaven Ave,Ryde,CA,95680,dora.g@mail.com,(916) 142-5906,2013-04-14,true,F
766737,Nathaniel,Hackett,4843 Kintyre Pen Pl,Elk Grove,CA,95757,hackett.n@aol.com,(916) 604-7326,2013-05-07,true,M
767570,Otis,Griffin,6322 Mary Lou Way,Sacramento,CA,95842,o_griffin@gmail.com,(916) 996-4789,2013-01-14,true,M
771285,Brian,Lewis,3514 Wolfboro Ct,Sacramento,CA,95820,brian.l@mail.com,(916) 482-0354,2012-08-04,false,M
772690,David,Terrell,4799 Saints Way,Sacramento,CA,94274,t_david@hotmail.com,(916) 474-9350,2013-08-30,true,M
775449,John,Cox,1232 Chambord Ct,Citrus Heights,CA,95611,john.c@gmail.com,(916) 631-3678,2013-03-15,false,M
776775,Bob,Stubbs,5792 Pasadena Ave,Sacramento,CA,94206,bob_s@fastmail.com,(916) 488-4096,2012-12-10,false,M
777145,Anne,Leibowitz,9316 Earlcort Cir,Rancho Cordova,CA,95670,a_leibowitz@outlook.com,(916) 475-7203,2013-05-31,true,F
781523,Lillian,Kershaw,2815 Artesian Ct,Sacramento,CA,95852,klillian72@fastmail.com,(916) 551-8676,2013-03-23,true,F
781968,Doug,Davis,2161 Baldwin Way,Sacramento,CA,95816,davisd@aol.com,(916) 658-9549,2012-09-21,true,M
782947,Kris,Gonzalez,5791 Gandy Way,Sacramento,CA,95826,krisg@hotmail.com,(916) 787-6596,2013-03-05,true,F
783369,Debra,Sellers,6981 Cloud Crest Way,Sacramento,CA,94254,sdebra@zoho.com,(916) 344-3576,2013-05-24,false,F
784218,Keith,Lewis,6307 Paul Ave,Sacramento,CA,95833,k_lewis@fastmail.com,(916) 302-3328,2013-02-14,false,M
785444,Myra,Sabo,6250 Wah Ave,Sacramento,CA,94245,myra.s@fastmail.com,(916) 435-5903,2013-02-22,true,F
789065,Molly,Ringwald,5838 Enclave Pl,Folsom,CA,95671,mollyr@zoho.com,(916) 161-0476,2013-01-25,true,F
789308,Sherry,Farrington,8138 Calderwood Ln,Antelope,CA,95843,sfarrington@fastmail.com,(916) 359-4397,2012-07-18,true,F
789500,Gabe,Gardner,9591 Hood Franklin Rd,Sacramento,CA,94259,gabe.g97@gmail.com,(916) 648-6792,2012-07-27,true,M
791559,Katherine,Sabo,4757 Klingon Ct,Sacramento,CA,94279,katherine.s25@hotmail.com,(916) 724-6368,2013-01-05,false,F
791850,Priscilla,Wald,9315 Reichmuth Way,Sacramento,CA,94257,waldp@yahoo.com,(916) 826-2306,2012-10-10,true,F
793987,Eason,Ramson,7998 Manitoba Ave,Sacramento,CA,94278,reason81@mail.com,(916) 208-9238,2013-03-03,true,M
795957,Emily,Rath,1558 Wood Gate Way,Sacramento,CA,94237,remily@outlook.com,(916) 979-9161,2012-08-12,false,F
796796,Scott,McCarron,4808 Wilshire Ave,Citrus Heights,CA,95621,mccarrons@gmail.com,(916) 177-4655,2013-02-10,false,M
797968,Mike,Lincoln,5215 Mulberry Ln,Carmichael,CA,95609,m_lincoln@fastmail.com,(916) 699-7676,2013-08-04,true,M
798336,Sally,Edwards,3818 Fell St,Sacramento,CA,95836,esally83@mail.com,(916) 484-7660,2013-06-16,false,F
800121,Jamie,Anderson,3240 Villanova Cir,Sacramento,CA,95814,anderson.j@fastmail.com,(916) 535-0873,2013-01-24,true,F
803700,Michael,Stewart,4527 Helsinki Way,Sacramento,CA,94239,michaels@hotmail.com,(916) 468-7739,2013-03-30,false,M
806545,Rhonda,Kraus,2953 Morena Way,Sacramento,CA,95851,krausr@gmail.com,(916) 685-7610,2012-12-03,true,F
808177,Faye,Champion,8713 Pennywood Ct,Sacramento,CA,94250,championf@mail.com,(916) 530-2719,2013-04-06,false,F
808421,Kevin,Sutherland,3895 Magical Walk,Sacramento,CA,95834,kevin.s53@yahoo.com,(916) 845-4172,2012-11-29,true,M
808869,Ryan,Anderson,114 Parkside Ct,Sacramento,CA,95899,a_ryan19@mail.com,(916) 184-8050,2013-02-04,true,M
810369,Bob,Lunn,310 Linnet Ct,Sacramento,CA,94267,lunnb@fastmail.com,(916) 451-3320,2012-09-03,false,M
813719,Diego,Corrales,3964 Torrance Ave,Sacramento,CA,94298,c_diego@aol.com,(916) 272-2449,2013-06-24,true,M
814317,Alyssa,Anderson,8686 Scranton Cir,Sacramento,CA,94258,aalyssa20@fastmail.com,(916) 632-3104,2013-04-17,true,F
814512,Max,Baer,4707 Holiday Cove Ct,Sacramento,CA,94208,b.max@zoho.com,(916) 492-7752,2012-09-05,true,M
815980,Dan,Boitano,212 Rushden Dr,Sacramento,CA,94279,boitanod@mail.com,(916) 895-7304,2012-11-20,false,M
817159,Geno,Petralli,3889 Majestic Ln,Isleton,CA,95641,genop@outlook.com,(916) 480-4774,2012-08-07,false,M
817274,Viola,Kraus,9907 Dutton Way,Sacramento,CA,95823,violak99@mail.com,(916) 786-7681,2013-08-24,true,F
817500,Genevieve,Matthews,391 New Sacto Way,Sacramento,CA,94237,g.matthews@icloud.com,(916) 603-5471,2013-01-18,false,F
818287,Ramona,Mullins,1291 Chesterton Way,Carmichael,CA,95609,ramona.m@outlook.com,(916) 298-7042,2013-05-27,true,F
822823,Debbie,Meyer,1972 Morrow St,Sacramento,CA,95852,meyerd3@mail.com,(916) 769-2914,2013-05-26,true,F
825249,Robert,Awalt,5952 Jumilla Way,Sacramento,CA,94259,arobert@icloud.com,(916) 980-5331,2013-03-31,false,M
826590,Belinda,Ellis,4452 Golden Poplar Ave,Sacramento,CA,94234,bellis@gmail.com,(916) 635-6679,2013-08-21,true,F
832914,Michael,Roe,8040 Elster Ct,Sacramento,CA,94211,rmichael@outlook.com,(916) 556-8912,2012-09-04,true,M
833180,Jessica,Chastain,8736 Arabis Ct,Sacramento,CA,94259,chastain_j@icloud.com,(916) 642-8202,2013-04-14,false,F
837763,Alex,Honnold,2968 Syracuse Way,Sacramento,CA,95826,alex_h@zoho.com,(916) 438-4104,2012-08-20,true,M
838924,Reggie,Rogers,9756 Prodperine Pl,Sacramento,CA,95816,rreggie@fastmail.com,(916) 279-6827,2013-08-13,true,M
840096,Dek,Bake,8975 Silk Ct,Sacramento,CA,95825,dek_b@mail.com,(916) 989-3722,2013-02-26,false,M
840970,Sam,Warburg,1680 Red Robin Ln,Sacramento,CA,94263,sam.w48@hotmail.com,(916) 114-4344,2013-02-17,true,M
841141,Trevor,Matich,2305 Red Wolf Dr,Sacramento,CA,95819,trevorm@outlook.com,(916) 517-8756,2012-08-31,false,M
841831,Joe,Inglett,8657 Normington Dr,Sacramento,CA,94282,inglett_j@hotmail.com,(916) 245-5714,2013-01-20,false,M
842028,Jean,Zeller,6156 Sachi Way,Sacramento,CA,95838,zellerj@hotmail.com,(916) 935-8084,2013-05-18,false,F
846558,David,de Berry,3420 Yale St,Sacramento,CA,94230,david_d5@yahoo.com,(916) 913-9683,2013-02-24,true,M
846722,Bessie,Gold,1397 Lieto Way,Sacramento,CA,94257,gbessie@yahoo.com,(916) 653-6816,2013-09-18,false,F
847289,Jennifer,Hopper,7225 Mill Branch Ct,Sacramento,CA,94283,jenniferh@yahoo.com,(916) 843-4707,2013-02-06,true,F
850933,Spencer,Havner,2523 San Joaquin St,Sacramento,CA,94280,havner.s@gmail.com,(916) 437-5153,2013-03-29,true,M
850952,Phil,Snow,4862 Mira Vista St,Sacramento,CA,94235,phils20@gmail.com,(916) 121-7521,2013-02-16,false,M
852319,Stan,Hack,3339 Royal Down Cir,Sacramento,CA,94271,hstan@hotmail.com,(916) 557-0846,2013-02-21,false,M
852925,Ellyse,Casteel,8881 Libra Ave,Sacramento,CA,94286,ellyse_c@yahoo.com,(916) 907-5683,2012-10-02,false,F
857548,Stan,Atkinson,9421 W Lincoln Ave,Sacramento,CA,94298,s_atkinson@mail.com,(916) 630-4753,2013-08-27,true,M
860057,Daimon,Shelton,9337 Dutton Way,Sacramento,CA,94291,daimon_s@gmail.com,(916) 989-2816,2012-07-10,true,M
862302,Tammy,Hansen,8455 Tracy Ct,Sacramento,CA,95840,tammy_h@mail.com,(916) 518-7652,2012-07-15,true,F
864896,Frank-Paul,Santangelo,2743 Mohamed Oaks Ct,Elk Grove,CA,95759,frank-pauls@hotmail.com,(916) 796-8873,2012-07-03,true,M
866556,James,House,3028 Rio Cresta Way,Galt,CA,95632,house.j@zoho.com,(209) 572-2994,2013-02-03,false,M
866847,Natalie,Gulbis,2984 Comanche Way,Fair Oaks,CA,95628,natalie_g@mail.com,(916) 580-4604,2013-02-17,true,F
872851,Sheri,Mcabee,8694 Macfinley Way,Sacramento,CA,94298,m_sheri@mail.com,(916) 948-9907,2012-10-03,false,F
877877,Kathy,Murphy,7967 Icarus Ct,McClellan,CA,95652,kathym@outlook.com,(916) 961-0425,2013-08-24,true,F
879173,Mabel,Bales,4355 Volga Way,Wilton,CA,95693,bales.m34@hotmail.com,(916) 277-6407,2013-02-02,true,F
880238,Lynn,Bell,5963 Shepard Ave,Sacramento,CA,94279,lynnb@mail.com,(916) 917-4314,2012-11-02,true,F
882493,Myra,Bashaw,5600 Inspiration Ln,Sacramento,CA,94247,b_myra@fastmail.com,(916) 567-0300,2013-05-29,false,F
884368,Cheryl,Walker,6739 Bimini Ct,Sacramento,CA,95841,cheryl.w@gmail.com,(916) 229-1876,2013-02-04,false,F
884607,Skylar,Thomas,577 Don Merlino Ct,Sacramento,CA,94244,thomas.s@aol.com,(916) 535-4030,2012-09-08,false,F
884729,Sam,Elliott,7532 Squirewood Ct,Sacramento,CA,95820,sam_e68@mail.com,(916) 429-6412,2013-02-23,false,F
885548,Richard,Hellesen,6110 Vanier Ct,Sacramento,CA,94211,hellesen_r@fastmail.com,(916) 269-2760,2013-04-01,true,M
888759,Ann,Bingaman,9411 Kirk Way,Sacramento,CA,94273,bingamana@outlook.com,(916) 330-3800,2013-06-01,true,F
888952,Jerry,Royster,2329 Yuma Cir,Herald,CA,95638,r.jerry@aol.com,(209) 811-6793,2013-04-08,true,M
889686,Suzi,Gardner,5592 Strawberry Ln,Sacramento,CA,94283,gardner_s43@hotmail.com,(916) 184-3401,2013-06-21,false,F
890270,John,O'Sullivan,5131 Lamont Way,Sacramento,CA,95840,johno@zoho.com,(916) 149-9240,2012-09-02,true,M
890497,Brie,Larson,161 David Way,Sacramento,CA,95818,brie_l@icloud.com,(916) 390-7315,2013-05-06,false,F
890651,Sonia,Dunkin,7979 Arroyo Vista Dr,Folsom,CA,95671,sonia.d19@aol.com,(916) 143-0056,2013-04-21,false,F
891738,Gary,Hoffman,856 William Way,Sacramento,CA,94295,hoffman_g@outlook.com,(916) 261-7047,2013-05-31,true,M
892883,Leona,Weber,5188 Vorden Rd,Sacramento,CA,95838,weberl@icloud.com,(916) 930-7602,2013-03-31,true,F
893039,Kathy,Decker,993 Lomax Ct,McClellan,CA,95652,kathy.d@icloud.com,(916) 689-3267,2012-09-13,false,F
897614,John,Vukovich,9558 Agree Ct,Sacramento,CA,94247,johnv@mail.com,(916) 527-5653,2013-06-29,true,M
897980,Josephine,Hoff,826 Chatfield Dr,Sacramento,CA,94259,hoff.j@zoho.com,(916) 577-7067,2013-04-09,false,F
900440,Kayla,Isham,977 Glenmont Way,Citrus Heights,CA,95621,kisham@zoho.com,(916) 194-2920,2013-04-03,false,F
901388,Victor,Wong,7122 El Viento Way,Sacramento,CA,94295,wong_v@hotmail.com,(916) 724-6932,2013-02-27,false,M
905670,Joyce,Fernandez,1813 El Centro Rd,Sacramento,CA,95851,jfernandez@yahoo.com,(916) 307-5207,2012-12-05,false,F
908328,Callie,Douglas,2928 Gramont Way,Sacramento,CA,94208,d_callie@gmail.com,(916) 695-5224,2013-03-01,true,F
908768,Doris,Coley,7129 Caswell Ct,Sacramento,CA,94234,coley_d@hotmail.com,(916) 766-6981,2013-02-24,true,F
911171,Dawn,Oxley,4382 Gazania Ct,Sacramento,CA,94232,oxley_d@hotmail.com,(916) 992-1299,2013-05-01,true,F
912671,Maxine,Hamilton,8884 Samwood Ct,Rancho Cordova,CA,95670,mhamilton@gmail.com,(916) 327-0230,2013-05-05,true,F
915766,Fernando,Viña,6189 Kathryn Way,Sacramento,CA,94249,f.viña53@mail.com,(916) 119-3117,2013-09-08,true,M
917728,Maxine,Wylie,3796 Northfield Dr,Sacramento,CA,94208,wyliem@fastmail.com,(916) 108-1505,2013-03-20,true,F
918682,Matt,Barnes,684 Naponee Ct,Elk Grove,CA,95758,barnesm@gmail.com,(916) 738-4763,2013-06-15,true,M
921792,Candace,Storms,1328 Schutt Way,Sacramento,CA,94206,s_candace@fastmail.com,(916) 858-7222,2013-01-19,false,F
921901,Fannie,Wooldridge,1806 Tetlow Ct,Sacramento,CA,94239,fanniew@fastmail.com,(916) 861-3996,2013-06-28,false,F
924361,Ben,Campbell,1325 Dundalk Ct,Elk Grove,CA,95624,campbell_b46@gmail.com,(916) 293-2312,2013-08-31,true,M
924649,Manny,Parra,5695 Chapeau Ct,Sacramento,CA,94279,m.parra@yahoo.com,(916) 158-2271,2012-08-03,false,M
924947,Bob,Wilkins,8171 Boston Ct,Sacramento,CA,95811,wilkins.b@outlook.com,(916) 957-4051,2013-04-19,false,M
925565,Raymond,Carver,7078 Reenel Way,Folsom,CA,95763,carver_r@aol.com,(916) 685-8458,2013-01-18,false,M
926144,Jackie,Greene,7537 San Luis Ct,Sacramento,CA,95852,jackie_g@outlook.com,(916) 693-5191,2013-03-03,true,M
926289,Cindy,Ramirez,3827 Durfee Way,Sacramento,CA,94206,c_ramirez83@mail.com,(916) 443-7206,2012-09-03,true,F
927518,Clancy,Barone,6266 Dalhart Way,Sacramento,CA,94297,b_clancy@zoho.com,(916) 667-4363,2013-08-03,false,M
929344,Jack,Parker,1204 Chamonix Way,Sacramento,CA,94254,parker_j@mail.com,(916) 774-1199,2012-12-04,true,M
932618,Natasha,Lyon,7922 Rivershore Ct,Sacramento,CA,95842,lnatasha@icloud.com,(916) 133-2669,2013-02-21,false,F
933331,Angela,Boehmer,9034 Pournelle Way,Sacramento,CA,95823,a_boehmer@fastmail.com,(916) 334-5154,2013-05-22,true,F
936214,DeMarcus,Nelson,5355 Emerson Rd,Sacramento,CA,95894,n_demarcus@mail.com,(916) 402-6512,2012-09-17,false,M
938006,Ellen,Ontiveros,1805 Gypsy Star Way,Sacramento,CA,95824,o.ellen@icloud.com,(916) 192-2636,2013-01-27,true,F
938393,James,Donaldson,326 Beachcraft Way,Sacramento,CA,95867,james.d@mail.com,(916) 631-6353,2012-10-05,true,M
938417,Jerry,Manuel,6887 Lorton Ct,Sacramento,CA,95831,jerry.m@icloud.com,(916) 501-2040,2012-09-06,false,M
940912,Darren,Oliver,4401 Ladino Rd,Sacramento,CA,95853,darreno@zoho.com,(916) 527-1189,2013-02-25,false,M
941876,Helen,Price,7193 Canna Ct,Sacramento,CA,94282,price_h@mail.com,(916) 820-2457,2013-08-09,true,F
944523,Sabrina,Bastian,3646 Rio De Oro Way,Sacramento,CA,94232,sabrinab2@fastmail.com,(916) 538-2037,2013-07-19,true,F
950299,Pearl,Green,5141 Academy Way,Sacramento,CA,95864,pgreen@icloud.com,(916) 933-8511,2012-10-03,false,F
951701,Stacy,Smith,5498 Grant Ln,Elverta,CA,95626,ssmith@zoho.com,(916) 567-0186,2012-07-07,true,F
951702,Shaka,Ford,7239 Cecile Way,Sacramento,CA,94249,shakaf@yahoo.com,(916) 465-6285,2013-02-05,false,F
954812,Mildred,Rosenheim,876 Kylaglen Ct,Orangevale,CA,95662,mildred.r@icloud.com,(916) 495-3098,2013-06-18,true,F
955591,Evelyn,Ashford,6574 El Dala Ln,Sacramento,CA,95822,e_ashford@zoho.com,(916) 771-8767,2013-01-08,true,F
958321,Rush,Limbaugh,6923 Park River Oak Ct,Sacramento,CA,94288,l.rush@outlook.com,(916) 975-6062,2013-01-21,false,M
961080,Anne,Ross,5522 Spinning Rod Ct,Sacramento,CA,94248,ross.a@yahoo.com,(916) 401-3721,2012-07-09,false,F
964403,David,Garibaldi,2778 Foppiano Way,Sacramento,CA,94254,david.g@hotmail.com,(916) 330-2531,2013-02-06,false,M
964619,Lee,Greenwood,1151 Yellowtail Way,Sacramento,CA,94269,lee.g@icloud.com,(916) 315-0098,2013-08-07,true,M
970794,Reneau,Peurifoy,4565 Feather River Way,Sacramento,CA,94287,p_reneau62@zoho.com,(916) 267-9129,2013-06-11,false,M
972329,Gregg,Coffin,2193 Woodville Ln,Citrus Heights,CA,95621,g.coffin@fastmail.com,(916) 719-7616,2013-08-19,false,M
973766,Carla,Pfeifer,5601 Monte Casino Way,Sacramento,CA,95852,pfeiferc@zoho.com,(916) 295-9302,2013-02-09,true,F
974503,Vicki,Abramson,4824 Mackinaw Way,Elk Grove,CA,95758,vicki_a@fastmail.com,(916) 645-8767,2013-04-11,true,F
976778,Bobby,Clark,4355 Amwell Ct,Wilton,CA,95693,c.bobby38@mail.com,(916) 523-3458,2013-08-18,true,M
977759,Natalie,Dorris,318 Pelligrini Ct,Sacramento,CA,95816,ndorris@gmail.com,(916) 505-7381,2013-08-20,true,F
979679,Adrienne,Ibrahim,3708 Amazon Ave,Sacramento,CA,94294,iadrienne@zoho.com,(916) 649-9790,2013-03-10,false,F
981529,Anne,Gray,7031 Sierra Blvd,Sacramento,CA,95830,agray@gmail.com,(916) 469-9766,2013-02-23,false,F
992895,Royce,Clayton,8565 Den Ave,Sacramento,CA,95853,c.royce@zoho.com,(916) 638-2357,2013-06-01,true,M
992956,Ken,Forsch,1495 Canadeo Way,Sacramento,CA,95830,forsch.k@yahoo.com,(916) 547-1153,2012-10-27,false,M
994056,Ruby,Bastian,4967 Clairidge Oak Ct,Sacramento,CA,94289,ruby.b@fastmail.com,(916) 726-3245,2012-12-01,true,F
994185,Theresa,Carpenter,8927 Rivercrest Dr,Sacramento,CA,95842,carpentert5@hotmail.com,(916) 479-9529,2013-01-25,true,F
994199,Renee,Caceres,8720 Rivera Dr,Sacramento,CA,95815,c.renee@hotmail.com,(916) 617-0268,2012-10-02,true,F
994269,Derwin,Williams,7945 Rose Petal Way,Sacramento,CA,94207,wderwin57@hotmail.com,(916) 541-5697,2013-09-15,false,M
995599,Timothy,Schmit,2089 Zet Ct,Sacramento,CA,95887,schmitt32@mail.com,(916) 355-6283,2012-08-21,true,M
996970,Alice,Colletti,3826 Doreen Way,Antelope,CA,95843,calice@hotmail.com,(916) 375-9890,2013-04-21,true,F
999915,Ricky,Ray,7837 El Cerro Ct,Sacramento,CA,95865,ricky_r@mail.com,(916) 188-8462,2013-07-20,false,M
